Text,Target
antidepressant therapy for mothers with P_G depression is complicated by the need to months post partum.,0
antidepressant treatmentconcentration of citalopram during a feed.,0
"antiepileptic treatment at conception and maximum prescribed daily dose at each trimester maximum dose (mg/day) patient number antiepileptic drug at conception P_G P_G P_G 1 topiramate 350 350 0 0 lamotrigine 300 300 300 300 primidone 1000 1000 1000 1000 2 topiramate 200 200 200 200 lamotrigine 400 400 400 400 3 topiramate 175 175 175 175 carbamazepine 1200 1200 1200 1200 4a topiramate 400 400 400 400 4b topiramate 400 400 400 400 5 topiramate 200 200 200 225 valproate 1200 1200 1200 1200 levetiracetam 1000 1000 1000 1000 6 topiramate 400 400 450 450 levetiracetam 1750 1750 1750 2500 7 topiramate 200 200 n.aa n.aa oxcarbazepine 1200 1200 Ã”Ã¸Î© Ã”Ã¸Î© 8a topiramate 100 100 100 100 8b topiramate 100 100 100 100 9a topiramate 150 150 150 150 9b topiramate 150 150 150 150 10 topiramate 300 300 300 300 valproate 1800 1800 1800 1800 levetiracetam 0 0 1500 2000 11 topiramate 150 150 150 150 12 topiramate 200 200 400 400 oxcarbazepine 1800 1800 2100 2700 a spontaneous abortion in the ?rst trimester; n.a., not applicable. 481 tpm in P_G epilepsia, 50(3):480Ã”Ã¸Î©485, 2009 doi: 10.1111/j.1528-1167.2008.01776.x as tpm doses were not always kept constant during the P_G, the serum concentration/dose-ratio (c/dratio) was chosen as the primary outcome measure.",1
antimicrob agents chemother 59:5727Ã”Ã¸Î©5735. doi:10.1128/aac.00863-15.,0
antimicrob.,0
antimicrob.,0
antimicrob.,0
antiretroviral agents other than azt and ddi were not allowed.,0
"antonius hospital, nieuwegein, the netherlands, 4 division woman and child, university hospitals leuven, l",0
"antsaklis first department of obstetrics and gynecology, university of athens, Ã”Ã¸Î©alexandraÃ”Ã¸Î© hospital, athen",0
antunes & ana leonor p.,0
"antunes et al. 608 / : / br j clin pharmacol79 4 the pharmacokinetic data of the diabetic group showed a prolonged time to reach P_K (P_K) compared with control group (tables 2 and 3) for metoprolol, aodm and ohm stereoisomers.",1
antunes et al. 610 / : / br j clin pharmacol79 4 statistically signi?cant difference in P_K and P_K between the 1?s and 1?r stereoisomers was observed (S_T_U_D_Y 3).,1
"any changes noted in P_K or drug/metabolite ratios may thus be a result of the V_E_R_B dosage, if patients with V_E_R_B dosages were S_T_U_D_Y.",1
any evaluation of the contribution of tacrolimus to P_G complications in P_G is confounded by the other P_G,0
"any increases in the vd's of pgluc and 4ohp in the P_G compared to P_G would mean that the amounts of pgluc and 4ohp reaching the systemic circulation in the P_G would be V_E_R_B by the same factors as the vd's V_E_R_B by, compared to P_G (fig. 5).",1
"any V_E_R_B in the S_T_U_D_Y of lpv, as a result of a V_E_R_B in S_T_U_D_Y, will be transient and accompanied by a simultaneous V_E_R_B in hepatic P_K in order to re-establish active unbound levels at the expense of total drug S_T_U_D_Y 3 lopinavir (lpv) and ritonavir (rtv) pharmacokinetics and virological/immunological responses in 12 patients with paired samples taken P_G and P_G trimester 3 P_G p-value(n 5 12) (n 5 12) lpv P_G (ng/ml)* 3657 (2851Ã”Ã¸Î©4463) 5136 (3693Ã”Ã¸Î©6579) 0.021 cv (%) 37 44 Ã”Ã¸Î© o1000 ng/ml (%)w 0 (0) 0 (0) Ã”Ã¸Î© rtv P_G (ng/ml)* 91.5 (71.9Ã”Ã¸Î©111.2) 156.5 (102.1Ã”Ã¸Î©210.8) 0.010 lpv P_G,cu (ng/ml)* 31.9 (22.1Ã”Ã¸Î©41.8) 49.5 (31.1Ã”Ã¸Î©68.0) 0.081 lpv P_G,fu (%)* 0.87 (0.67Ã”Ã¸Î©1.08) 0.96 (0.79Ã”Ã¸Î©1.14) 0.537 time post-dose (h)* 12.6 (11.7Ã”Ã¸Î©13.5) 13.3 (12.7Ã”Ã¸Î©13.9) 0.226 P_G/P_G (weeks)z 31 (22Ã”Ã¸Î©36) 8 (5Ã”Ã¸Î©12) at time of tdm Ã”Ã¸Î© pvlo50 copies/mlw 9 (75) 8 (100)z Ã”Ã¸Î© cd4 count (cells/ml)z 254 (39Ã”Ã¸Î©738) 464 (93Ã”Ã¸Î©1102)Ã”Ã¸Î© 0.034 one patient had P_G measurements taken in the P_G (22 weeks) as she delivered prematurely (27 weeks).",1
any value before 2 weeksÃ”Ã¸Î© P_G S_T_U_D_Y was considered a prepregnancy value.,0
"ap was selected because of its physicochemical properties namely, V_E_R_B molecular weight, 188, nonioniza",0
"apart from preterm deliveries, infections are known to cause abortions, intrauterine growth retardation, f",0
"apex silica column with 3 mm particle size ( jones chromatography, mid glamorgan, united kingdom).",0
apgar scores in the parturient groups ~~~~ ~ 1 minute 5 minute 1 7 >8 averdge 1 7 >8 akeragegroup caesarcan,0
apgar scores of those two infants were 9 and 6 at 1 minute and 9 and 9 at 5 minutes.,0
apparent P_K for patients with a stable dosage is given in our study only to facilitate comparisons with pr,0
"apparent P_K of pht had already V_E_R_B from baseline to the P_G, as was shown by several other investigators (dam et al., 1979; 1982;dansky et al., 1982;bardy, otani, 1985; gjerde et al., 1988;yerby et al., 1990, lander and eadie, 1991).",1
"apparently, equilibrium between the arterial and the venous P_G P_G serum P_K was reached soon after the maximum concentration in P_G serum had been reached.",1
appendix the unbound and total drug P_K were determined from corresponding equations as follows: cunbound,0
approval was obtained from the auckland ethics committee and informed written consent was obtained from eac,0
"approximately 2 to 3 months following expected date of delivery (edd), researchers telephoned each woman,",0
"approximately 50% of the patients were white; smoking, alcohol use and drug use only appeared in the 800/100 mg once-daily regimen group.",1
approximately halfofthe drug was released from the insert by 12 hours and 80% by 24 hours.,1
approximately one tenth of the adult therapeutic dose of fluoxetine is V_E_R_B in P_G.,1
"apv gls mean ratio (95% ci) of fetal P_G to P_G peripheral plasma concentration was 0.267 (0.241, 0.297).",1
apv P_K parameters were significantly V_E_R_B in both the P_G and P_G when compared to P_G.,1
apyrexia and urine sterilization were obtained after 2 days of antimicrobial treatment for the three patien,0
aquila j.,0
"area under paracetamol time-concentration curve (P_K) for 0-60 min and 0-120 min for control (Ã”Ã¸Î©), top (h), pg (Ã”Ã¸Î©) and cs (0) groups. *p < 0.05. 61 min in the control group, fastest in the cs (45 min) and slowest in the top group (74 min) (ns) (S_T_U_D_Y ii).",1
area under the concentration time curve (P_K) from 0 to5 h for nifedipine and oxidized nifedipine was dete,0
"area under the plasma and P_G concentration-time pro?les (auc(0,24h)) was calculated using the log trapezo",0
arecent study also showed that the treatment of acute venous thromboembolism in P_G required 10-20% V_E_R_B doses of dalteparin compared with the non-P_G state (24).,1
arrow bars for the oral group are capped with double lines. nonpregnant S_T_U_D_Y within or between groups.,0
"arterial and venous P_G P_G P_K for tacrolimus were comparable,suggesting that fetal liver cyp3a7 does not",0
"arterial P_G P_G directly originates from the fetus; therefore, the concentration in arterial P_G P_G repr",0
arterial P_G P_G P_K of tacrolimus were 100 ? 12% of P_G venous P_K.,1
"artesunate exposure was signi?cantly V_E_R_B in the P_G women, but its active metabolite, dihydroartemisinin, showed a similar drug exposure in the P_G women compared with the non-P_G controls.",1
"artesunate was rapidly hydrolysed into its active metabolite dihydroartemisinin, in both the P_G and non-P_G women, but no differences were observed in the pharmacokinetic properties of dihydroartemisinin between the P_G and non-P_G women (S_T_U_D_Y 5).",1
"article, publication date, and citation information can be found at http://dmd.aspetjournals.org. doi:10.1",0
"as a consequence of those important stereoselective processes, a 4-5 fold V_E_R_B P_K and P_K (cl) as well as twice V_E_R_B P_K P_K (2.5 versus 5 hours), have been documented for s-Ã”Ã¸Î©compared to r-ketorolac [10,11].",1
"as a consequence, haart was started in all patients between weeks 0 and 26 (mean 12.3Ã”Ã¸Î© 8.3 weeks) of P_G.",1
"as a consequence, the ratio of total concentration of cbz-e/ cbz was slightly V_E_R_B during the last two trimesters but the ratio of free P_K was unchanged.",1
"as a one-dosing interval pharmacokinetic study, we did not analyze drug P_K in the P_G P_G at the time of delivery.",1
"as a result of the modest difference in P_K and the V_E_R_B in absolute volume of distribution in the majority of the S_T_U_D_Y, the terminal plasma P_K and the mean body residence time of the drug were found to be unaffected by P_G.",1
"as a result, a single dose of oral misoprostol is not an effective regimen for medical abortion beyond 7 weeks of P_G.",1
"as a result, the total P_K of the drug at the end of the study at 900 min is V_E_R_B for sublingual misoprostol.",1
as a service to our customers we are providing this early version of the manuscript.,0
as a service to our customers we are providing this early version of the manuscript.,0
as a service to our customers we are providing this early version of the manuscript.,0
"as an example, the changes that occur during oxytocin-V_E_R_B labour and delivery may be different from th",0
"as an example, we know that plasma P_K of tcas may be changed during P_G.",0
"as an indicator for drug levels in blood, we used serum P_K.",0
"as an observational study, decisions about dosage adjustments were made on an individual basis.",0
"as anticipated from our results, V_E_R_B ketorolac vss in the women shortly following cesarean delivery resulted in P_K to be significantly V_E_R_B compared to the P_G group (?40.0% for s-ketorolac and S_T_U_D_Y 1.",1
"as anticipated from the observed P_K , the median vss values for s-Ã”Ã¸Î© and r-ketorolac were significantly V_E_R_B in the women shortly following cesarean delivery compared to the P_G group and healthy female volunteers.",1
"as aspirin (and its metabolites) and p bind to different plasma proteins (propranolol to al-acid glycoprotein and aspirin to albumin), the elevated p levels observed could not be due to displacement of p by aspirin or its metabolites, from plasma S_T_U_D_Y sites.",1
as can be seen in fig. 1 changes in the ratio generally occurred up until tm3.,0
as citalopram is 5 nightingale sl.,0
"as demonstrated in our study, women consuming cyp3a inhibitors had V_E_R_B nifedipine P_K.",1
"as depicted in S_T_U_D_Y 2a, as compared to nonpregnant women, pregnant women showed an V_E_R_B in enoxaparin P_K during the P_G, with the rate reaching 0.735?l/h.",1
"as discussed earlier, misoprostol is the prostaglandin analogue of choice since it is inexpensive, stable",0
"as expected from P_K values, considerable cft P_K, corresponding to samples prior to administration (t = 0",0
"as expected the dose of tinzaparin and the time since injection interaction was significant, however, the effect of P_G did not reach statistical significance. 794 S_T_U_D_Y 1: patient fb.",1
"as expected, bup-gluc and nbup-gluc were not detected in most of specimens at the methodÃ”Ã¸Î©s loqs 0.1 ng/ml for bup-gluc and 0.5 ng/ml for nbup-gluc.",1
"as expected, P_K (163 Ã”Ã¸Î© 23?ml/min vs. 125 Ã”Ã¸Î© 22?ml/min; p < 0.002) and digoxin renal P_K were V_E_R_B in P_G compared to P_G.",1
"as expected, P_K (t2: 163725 ml/min, po0.001; t3: 172730 ml/min, po0.001; and pp: 117721 ml/min) and amoxicillin renal P_K (t2: 24.876.7 l/h, po0.001; t3: 24.073.9 l/h, po0.001; and pp: 15.372.6 l/h) were signi?- cantly V_E_R_B during P_G than P_G.",1
"as expected, the P_K values were much later in this patient (5.75 h for v and 7.83 h for odv).",1
"as far as the P_G is concerned, the geometric mean ratio was 0.96 with a 90% ci between 0.82 and 1.13, aga",0
"as in the heparg cells, at 1Ã”Ã¸Î© P_K the induction of cyp3a in schh was independent of P_G S_T_U_D_Y.",0
as information on pharmacokinetic changes during P_G is limited (especially for chronic use during P_G) an,0
"as is now generally accepted, we found, after univariate analyses, that body weight has a significant infl",0
as many as 3% to 4% of P_G have a known history of recurrent genital hsv infection.1 the most serious risk,0
"as mentioned earlier (and also as found in the present study), phenytoin apparent P_K does not return prom",0
"as mentioned, oxidative paracetamol metabolites (mercapturic acid and cysteine conjugates) derived from na",0
"as metoprolol is a medium to V_E_R_B extraction ratio drug, there is some evidence that V_E_R_B total liver blood ?ow, in addition to V_E_R_B S_T_U_D_Y, may result in V_E_R_B P_K [16].",1
"as observed for nifedipine, cyp3a5 genotype may impact drug concentration.",1
"as of april 2008, there has been a more viable option to V_E_R_B the lpv/r tablet dosage to 500/125 mg twice daily by substitution of a paediatric lpv/r 100/25 mg tablet.",1
as our primary interest was to study how individual pathways of paracetamol metabolism and P_K are affecte,0
"as P_G serum P_K correlate significantly with P_K in P_G and P_G P_G with V_E_R_B penetration ratios, it can be stated that lamotrigine can cross the placenta easily without harmful effects.",1
"as part of an ongoing clinical trial to determine the most effective dose with greatest safety, we assesse",0
"as pi do not cross the placenta to an appreciable degree, the extent to which they can provide direct prot",0
"as previ_ ously reported,13 day 7 P_K correlated well with total drug exposure (auc0Ã”Ã¸Î©inf) for both sulfadoxine (r2 = 0.82) and pyrimethamine (r2 = 0.94)) (supplementary S_T_U_D_Y s1a, b online).",1
"as previously reported, the total exposure (expressed as auc0Ã”Ã¸Î©inf) and day 7 blood P_K were well correlated for both sulfadoxine and pyrimethamine, making it possible to use the day 7 concentration as a simple measure of total drug exposure.",1
as ratio to baseline of less than 0.65 was previously found to correspond to an V_E_R_B risk of seizures i,0
"as reported by others8, 13, fluctuating terminal bup plasma P_K, possibly due to enterohepatic recirculation, also were observed in the present study.",1
"as reported in the companion article (tomson et al., 1994) a slight but significant V_E_R_B in total plasma cbz concentration was apparent from the P_G, continuing throughout the P_G, which appeared to be due largely to a V_E_R_B in S_T_U_D_Y since no significant V_E_R_B was noted in the free plasma cbz concentration; consequently, the free fraction V_E_R_B slightly.",1
"as required by the protocol, all infants were healthy at delivery and were born at full term.",0
"as shown by the regression line in the S_T_U_D_Y, there appears to be a gradual V_E_R_B in the dose-corrected tpm serum P_K throughout P_G.",1
"as shown in S_T_U_D_Y 3, for those infants with detectable drug and/ or metabolite P_K, the exposure was greatest in the ?rst month and fell rapidly thereafter.",1
"as shown in S_T_U_D_Y ii, the mean P_K of unchanged dilevalol in P_G was 148.8 ng/ml at 1 hour (midpoint of the collection period) and the P_K (42 hour) was 663 hrxng/ml.",1
as the injectiondelivery interval increases the P_G vein/P_G vein plasma midazolam drug ratio decreases (S_T_U_D_Y 5).,1
"as the majority (87%) of P_G women in the current cohort achieved above-target lpv plasma P_K, standard (400/100 mg twice daily) dosing with the lpv/r tablet appears appropriate for use in P_G.",1
"as the majority of our patients did not require treatment until the second half of P_G, our study did not",0
"as the metabolism of lamotrigine increases during P_G, it might be useful during the course of the P_G to slightly increase the dose from the effective dose before P_G to reduce the risk of negative consequences of sinking drug levels.",1
as the r-(?)-enantiomer accounts for some two-thirds of steady-state P_K following administration of rac-c,0
"as this study was conducted at steady state, after at least three doses of nifedipine, it is possible that women who experienced greater degrees of hypotension had discontinued treatment prior to this dose.",1
as we have measured total plasma prednisolone the proportion of unbound bioactive prednisolone in our sampl,0
"as we mention below, the standard twostage (sts) method of averaging the individual parameters tends to ov",0
"as with plasma, stereoselective disposition of ?uoxetine and nor?uoxetine was observed in P_G (S_T_U_D_Y 3",0
"as would be expected from the general properties of oral mucosal P_K, the buccal route led to a serum concentration curve that is similar in shape to the curve associated with vaginal P_K and markedly different from that demonstrated after sublingual administration.21 the V_E_R_B surface area and thicker epithelium of the buccal compartment is more similar to the vagina than the sublingual compartment, which is thin, vascular, and constantly bathed in saliva.",1
aspirin and sulindac appear to be less likely to V_E_R_B lithium P_K than other nsaids.,0
assay method plasma P_K of tobramycin were determined by fluorescent polarization immunoassay on a tdx@ana,0
assay methods the methods for quantitation of p and its metabolites in human plasma have been described ful,0
"assay sensitivity for analyzed compounds was 2 ng/ml, and the procedures were linear to 1000 ng/ml.",0
assays nifedipine and oxidized nifedipine were quanti?ed by hplcms/ms (applied biosystems; api 3200).,0
"assays were performed on a cobas integra 400 plus (roche, indianapolis, in), which used fluorescence polar",0
assays were performed on separate occasions and were repeated for confirmation.,0
"assessment of lpv/r pharmacokinetic data was scheduled a priori to occur after the first 6, 12 and 25 wome",0
assisted rupture of membranes was not performed before 3 cm dilatation in women undergoing induction with i,0
"associated with normal values of S_T_U_D_Y and liver flow, the intrinsic P_K for alfentanil was probably unaffected by the hormonal changes of P_G.",1
association between adverse effects and P_G were evaluated with the mann-whitney u test.,0
"assuming a constant volume of P_G production per day (1,000 ml), the mean infant dose of fluoxetine (n = 11) was 0.077 mg/day (sd = 0.054 mg/day; range, 0.023-0.189 mg/day).",1
"assuming that the P_K of cbz remained unchanged at the end of the P_G, the V_E_R_B in P_K of total and free cbz may be due to a V_E_R_B in volume of distribution, rate of P_K, or both.",1
"asterisk,levelbefore oxytocininfusion. & 9 30+ r 27.5+ 25+ 22.5+ 20+ 17.5+ 15+ mcr = 7.97 ml/min o0 0 o o eo 000 o0 o0 0 000 0 0 9 | 0 -20 -10 0 l0 20 P_K of oxytocin (ml/min) fig. 2.",1
"at 12Ã”Ã¸Î©24 h (day 1), blood samples were obtained at 5, 15, 30, 60, 120, 240, and 360 min from the time of d",0
"at 150 minutes after misoprostol administration, uterine activity correlated with P_K and peak serum level with coefficients ranging from .41 to .61.",1
"at 2 h, the P_K in plasma during P_G were still significantly V_E_R_B than in the nonpregnant state (1.3 Ã”Ã¸Î© 0.9, 1.3 Ã”Ã¸Î© 0.8, and 2.9 Ã”Ã¸Î© 0.9 ,g/ml; p < 0.05).",1
"at 2 weeks and 2 months post partum, the P_G citalopram plasma P_K were signi?cantly V_E_R_B than those at delivery (p ? S_T_U_D_Y ii.",1
"at 24 h, three of the infants with P_K in the range of quantification had a mean of 40% (range, 33Ã”Ã¸Î©45%) V_E_R_B tpm levels than those in the P_G P_G.",1
"at 24 hours after birth, 1 infant whose mother had S_T_U_D_Y valacyclovir had a platelet count of 102,000",0
"at 24 hours after birth, a urine specimen and additional blood samples (complete blood cell count with dif",0
"at 28 weeks P_G, levels of anti-xa in patients receiving 50 iu/kg were only above 0.1 iu/ml for approximately half of the 24-hour period, even V_E_R_B levels of activity were observed for the same dose at 36 weeks.",1
"at 3 weeks of S_T_U_D_Y, P_G foundation, referral of patients from drs a.",0
"at 30-week P_G, the lpv dose was V_E_R_B to 4 capsules (lpv 533 mg/rtv 133 mg) twice a day and P_K sampling was repeated between 30- and 35-week P_G.",1
"at 48 h P_G, tpm plasma levels were undetectable in two of the infants, and three had detectable levels (mean, 2.1; range, 1.5Ã”Ã¸Î©2.5 ?m).",1
"at 6 weeks, blood samples were obtained at ?5, 15, 30, 60, 120, 240, and 360 min and 1 additional sample w",0
"at 8 h after the dose, levels were unmeasurable (<0.02 ,g/ml) in most S_T_U_D_Y and the highest levels observed were 0.15 ,ug/ml in early P_G and 0.08 pg/ml in the nonpregnant state.",1
at a daily dose of metoprolol of 200 mg the mean plasma concentration is about 75 ng/ml at steady state in most cases.,1
"at a later stage, she was further V_E_R_B to 150 iu/kg due to a V_E_R_B in her risk profile as a result of hospitalisation for unstable lie.",1
"at a mic of 0.5 mg/liter, which is the eucast breakpoint, the attainment at the V_E_R_B 95% con?dence interval (ci) was 24.6 if the level of S_T_U_D_Y was 65%, and this value concurred well with the target value of 27.",1
at all other weekly study visits blood samples were drawn immediately before and 1 hour after dose administ,0
"at all study occasions a close S_T_U_D_Y was found between ceftazidime and inulin P_K (fig. 2), also demonstrated by a ceftazidimeiinulin P_K ratio that was close to unity.",1
"at all time points when blood samples were obtained for the pharmacokinetic study, blood smears for malari",0
"at approximately 1 h after the start of the antibiotic administration, the concentration in neonatal serum reached its highest level and thereafter exceeded the concentration in venous P_G P_G serum.",1
at birth all infants presented with an hiv-rna level of less than 50 copies/ml and again tested negative 3,0
"at birth, the infant citalopram and metabolite P_K were about 60% of those found in mothers, but these levels V_E_R_B signi?cantly during the ?rst 2 months after delivery (p ? .001 for all 3 compounds; S_T_U_D_Y ii; fig 1).",1
"at d6, the means of experimental c,,, were 13.98$-5-21mg/lfor group 1and 15.0& 3.15mg/lfor group 2, and the mean of experimental cmin(mg/l) was always inferior to the limit of sensitivity of the assay.",1
at delivery (where possible) a P_G sample and a contemporary P_G sample were S_T_U_D_Y.,1
"at delivery, P_G and P_G vein plasma samples were S_T_U_D_Y.",1
"at delivery, P_G P_G plasma P_K (both venous and arterial) were similar to P_G plasma P_K 1Ã”Ã¸Î©5 hours postdo",0
"at delivery, samples of P_G and fetal blood and amniotic ?uid were S_T_U_D_Y for determination of nifedipi",0
"at delivery, simultaneous P_G P_G (P_G vein) and P_G samples (?5 ml) were S_T_U_D_Y.",0
"at delivery, the infants were submitted to a standardized investigation (ie, birth weight, apgar score, P_",0
"at delivery, the mean rtv P_K were 192.8 and 147.5 ng/ml in the P_G and 16.8 and 35.8 ng/ml in the P_G for the standard- and V_E_R_B-dose arms, respectively.",1
"at delivery, the P_G atazanavir level was 362 ng/ml, whereas the P_G atazanavir level was 1515ng/ml (ratio 0.23).",1
"at delivery, the P_G/P_G tpm plasma concentration ratios ranged from 0.85 to 1.06 (mean, 0.95).",1
"at delivery, the trough plasma citalopram, desmethylcitalopram, and didesmethylcitalopram P_K in the infants were 64%, 66%, and 68% of the P_G P_K, respectively.",1
"at each pharmacokinetics (P_K) evaluation, the time of the last lpv/r dose was also recorded.",0
"at each visit, a neurological examination was performed, the daily seizure-medication calendars were revie",0
"at each visit, blood was sampled for ltg P_G.",0
"at equilibrium, the amount of drug (a3) in (3) is modeled by the expression; a3 Ã”Ã¸Î© pmf, where pmf is the pa",0
"at monthly clinic visits, measures of anticonvulsant free, total and metabolite P_K and weight were obtain",0
"at plateau (i.e., two days after delivery; seventh infusion), pharmacokinetics and P_G distribution of total and free cfx also were studied.",1
"at plateau, the comparison of avcs between total and free fractions leads to the calculation of the percentage of free fraction in relation to the total fraction of ctx (i.e., 7.36 percent in the plasma and 71.9 percent in the P_G).",1
"at start of the study (?rst trimester), the mean weight was 76 Ã”Ã¸Î© 15 kg and the mean height was 168 Ã”Ã¸Î© 6 cm.",0
at steady state the mean plasma levels were 32 6 13 ng/ml (range 20 to 61 ng/ml).,1
"at steady state with a 20 mg nifedipine slow release tablet, uterine quietness is achieved with a nifedipine concentration about half the concentration of that at initial tocolysis.",1
"at steady state, nifedipine plasma levels were measured after ingestion of a 20 mg nifedipine slow-release tablet.",1
"at study entry, median (range) S_T_U_D_Y was 28 years (19Ã”Ã¸Î©43), P_G S_T_U_D_Y 30 (28Ã”Ã¸Î©36) weeks, weight 59.9 (45.0Ã”Ã¸Î©91.6) kg, body mass index (bmi) 26 kg/m2 (20Ã”Ã¸Î©35), cd4 cell count 431 cells/ mm3 (250Ã”Ã¸Î©875) and hiv-1 rna viral load 9,312 copies/ml (<40 to 402,015).",1
"at t1, t2, or t3 10Ã”Ã¸Î© P_K, the prh cocktail V_E_R_B cyp3a activity greater than with c alone.",0
"at the beginning of treatment, her white blood cell count was 15.1 x 109/land c-reactive protein was 63 mg",0
"at the completion of infusion plasma atosiban P_K V_E_R_B rapidly, in a biexponential manner, with initial",0
"at the doses used by the mothers in this study (7.5 to 60 mg daily), P_G fluoxetine dose was linearly correlated with the P_G P_K, and consequently, infant dose.",1
"at the end of 6 h, the P_G of mpa in both of the vaginal groups were V_E_R_B than those of the sublingual and oral routes.",1
"at the end of experiment, the perfused area was dissected from the adjoining placental tissue, weighed, an",0
"at the end of the experimental period, 10 grams of the perfused tissue was excised, homogenized and used f",0
"at the end of the maintenance period, the medium was removed and the cells were treated with the control [",0
"at the planned interim analyses, 2 of the first 6 women and 3 of the first 12 women had an P_K below the target value of 52 mcg.hr/ml, neither reaching the predefined stopping criteria and enrolment was continued.",1
"at the same time intervals both breasts were emptied system, waters 486 tunable u.v.",0
"at the same time intervals, both breasts were emptied via an electric or manual breast pump, and 15 ml ali",0
"at the same time intervals, both breasts were emptied via an electric or manual plasma assay were 3.3 and",0
"at the standard dose, .60% of the women are expected to have a P_G below target prior to the next schedule",0
"at the time of cesarean delivery, P_G were S_T_U_D_Y after uterine incision, but before amniotomy, by aspi",0
"at the time of P_K blood sampling, the median P_G S_T_U_D_Y was 33 weeks (30Ã”Ã¸Î©38) and the duration of lpv/r treatment was 2 weeks (2Ã”Ã¸Î©4).",1
"at the time of study recruitment, 108 of 132 women were already P_G with the mean P_G S_T_U_D_Y of P_G of 8.8 g 7.8 weeks (range 1-39 weeks).",1
"at the time of study, patients were placed in the left lateral position and injected with a single dose of",0
"at the time of surgery, all S_T_U_D_Y had intact membranes.",0
"at the time of this study the standard dose was three capsules, providing lopinavir 400 mg/ritonavir 100 mg, orally twice daily.",1
at the time the evaluation was performed the mean body mass index (bmi) of the 17 women was 26.39 (sd Ã”Ã¸Î© 0.,0
"at the V_E_R_B 600/150 mg dose, it was predicted that ,2% of women would have a lopinavir P_G below target across the entire weight range.",1
"at the V_E_R_B degrees of S_T_U_D_Y, the target value for the fauc0Ã”Ã¸Î©24/mic ratio was reached for nearly the entire population; however, at V_E_R_B degrees of S_T_U_D_Y, the target attainment was too low.",1
"at this stage, the fetus is surrounded by two ?uid cavities: the amniotic cavity which occupies the space",0
at this time all the women were still nursing their 218 S_T_U_D_Y 1.,0
at treatment initiation the mean cd4 cell count was 420Ã”Ã¸Î© 169 cells/ml and the mean hiv-rnabloodlevelwas1130,0
"at weeks 41, a healthy baby was delivered.",0
atazanavir and ritonavir exposure atazanavir and ritonavir concentration-time plots are presented in figures 1-2sdc and the P_K are presented in tables 2 and 3.,1
atazanavir pharmacokinetics with and without tenofovir during P_G.,0
atazanavir plus V_E_R_B-dose ritonavir in P_G ripamonti et al. 2411 copyright Ã”Ã¸Î© lippincott williams & wilki,0
atazanavir plus V_E_R_B-dose ritonavir in P_G: pharmacokinetics and P_G.,0
atazanavir was measured by reverse-phase hplc with a detection limit of 0.13 mcg/ml.,0
atenolol plasma P_K during and after P_G were similar.,1
atosiban was S_T_U_D_Y by continuous intravenous infusion at a rate of 300 pg/min until uterine contraction,0
"auc(0,?) s-(?) : r-(+) enantiomeric ratios of 1.39 were previously reported by johnson & burlew [31] who i",0
"auc(0,?), P_K for plasma concentration vs. time; P_K/f, total apparent P_Kearance; P_K, maximum plasma con",0
"auc0-24 was significantly V_E_R_B during the P_G compared to P_G for women not receiving tenofovir (41.9 vs 57.9 mcg*hr/ml, p=.02) and for those receiving tenofovir (28.8 vs. 39.6 mcg*hr/ml, p=.04).",1
"auc0Ã”Ã¸Î©12 showed wide variability, ranging from 2.1Ã”Ã¸Î©18.5 Ã”Ã¸Î©g*hr/ml during the P_G, 1.4Ã”Ã¸Î©35.6 Ã”Ã¸Î©g*hr/ml during the P_G and 1.6Ã”Ã¸Î©39.9 Ã”Ã¸Î©g*hr/ml P_G.",1
auc0Ã”Ã¸Î©6 for the women receiving nifedipine every 6 hours was 207Ã”Ã¸Î©138?gÃ”Ã¸Î©h/l.,1
"auc0Ã”Ã¸Î©inf, area under capillary blood concentrationÃ”Ã¸Î©time curve extrapolated to infinity; cday 7, blood concentration on day 7; P_K/f, total P_Kearance; P_K, maximum capillary blood concentration; gmr, geometric mean ratio of pharmacokinetic values between P_G and P_G period; n/a, not applicable; n/d, not determined; t_, P_K halflife; P_K/f, P_K. aexP_Kudes one patient in whom all capillary blood P_K were below the limit of quantification. bsample size of 22 representative only for day 7 P_K.",1
"auc0Ã”Ã¸Î©inf, area under capillary blood concentrationÃ”Ã¸Î©time curve extrapolated to infinity; cday 7, blood concentration on day 7; P_K/f, total P_Kearance; P_K, maximum capillary blood concentration; gmr, geometric mean ratio of pharmacokinetic values between P_G and P_G period; n/a, not applicable; n/d, not determined; t_, P_K half?life; P_K/f, P_K. aexP_Kudes one patient in whom all capillary blood P_K were below the limit of quantification. bsample size of 22 representative only for day 7 P_K.",1
"aucnÃ”Ã¸Î©6, where n represents the last measured time point.",0
"auctau was 22% and 34% V_E_R_B in the P_G than P_G for 600/100 mg twice daily and 800/100 mg once daily, respectively.",1
aust n z j obstet gynaecol 1994;34: 103-4. 4. 5. 6. 7. 8.,0
aust prescriber 1997; 20: compared with a range of 0.5Ã”Ã¸Î©5.0% that can be calculated pp. 35Ã”Ã¸Î©40. from the dat,0
author manuscript; available in pmc 2011 may 1.,0
author manuscript; available in pmc 2011 may 1.,0
author manuscript; available in pmc 2011 september 10.,0
author manuscript; available in pmc 2011 september 10.,0
author manuscript; available in pmc 2012 april 15.,0
author manuscript; available in pmc 2012 april 15.,0
author manuscript; available in pmc 2012 april 15.,0
author manuscript; available in pmc 2012 june 1.,0
